# sample_index	input	output
2138	154	0
2139	383	383
2140	200	0
2141	335	0
2142	863	863
2143	377	377
2144	238	0
2145	204	0
2146	355	355
2147	10	0
2148	285	0
2149	369	369
2150	678	678
2151	13	0
2152	220	0
2153	70	0
2154	1256	1256
2155	379	379
2156	68	0
2157	265	0
2158	208	0
2159	152	0
2160	29	0
2161	115	0
2162	279	0
2163	156	0
2164	78	0
2165	443	443
2166	26	0
2167	82	0
2168	835	835
2169	190	0
2170	26	0
2171	26	0
2172	108	0
2173	172	0
2174	25	0
2175	162	0
2176	490	490
2177	94	0
2178	120	0
2179	314	0
2180	63	0
2181	90	0
2182	21	0
2183	420	420
2184	59	0
2185	230	0
2186	397	397
2187	260	0
2188	60	0
2189	371	371
2190	349	349
2191	78	0
2192	43	0
2193	393	393
2194	195	0
2195	435	435
2196	69	0
2197	8	0
2198	656	656
2199	230	0
2200	10	0
2201	22	0
2202	94	0
2203	59	0
2204	101	0
2205	168	0
2206	386	386
2207	92	0
2208	192	0
2209	270	0
2210	254	0
2211	563	563
2212	68	0
2213	382	382
2214	59	0
2215	415	415
2216	75	0
2217	159	0
2218	419	419
2219	66	0
2220	254	0
2221	240	0
2222	293	0
2223	287	0
2224	175	0
2225	39	0
2226	136	0
2227	35	0
2228	79	0
2229	329	0
2230	99	0
2231	99	0
2232	85	0
2233	6	0
2234	48	0
2235	231	0
2236	268	0
2237	104	0
2238	122	0
2239	22	0
2240	55	0
2241	224	0
2242	1127	1127
2243	422	422
2244	132	0
2245	318	0
2246	573	573
2247	155	0
2248	249	0
2249	64	0
2250	308	0
2251	24	0
2252	289	0
2253	72	0
2254	239	0
2255	19	0
2256	108	0
2257	182	0
2258	34	0
2259	206	0
2260	198	0
2261	69	0
2262	133	0
2263	5	0
2264	151	0
2265	62	0
2266	119	0
2267	68	0
2268	99	0
2269	587	587
2270	196	0
2271	242	0
2272	21	0
2273	134	0
2274	162	0
2275	30	0
2276	52	0
2277	81	0
2278	265	0
2279	74	0
2280	213	0
2281	50	0
2282	241	0
2283	12	0
2284	79	0
2285	791	791
2286	130	0
2287	9	0
2288	1	0
2289	510	510
2290	137	0
2291	54	0
2292	137	0
2293	71	0
2294	312	0
2295	223	0
2296	4	0
2297	297	0
2298	23	0
2299	163	0
2300	189	0
2301	148	0
2302	220	0
2303	344	344
2304	137	0
2305	472	472
2306	57	0
2307	346	346
2308	476	476
2309	650	650
2310	184	0
2311	150	0
2312	195	0
2313	63	0
2314	31	0
2315	446	446
2316	575	575
2317	207	0
2318	212	0
2319	52	0
2320	331	0
2321	221	0
2322	331	0
2323	259	0
2324	94	0
2325	627	627
2326	5	0
2327	548	548
2328	23	0
2329	218	0
2330	34	0
2331	6	0
2332	499	499
2333	367	367
2334	58	0
2335	291	0
2336	249	0
2337	126	0
2338	277	0
2339	107	0
2340	184	0
2341	622	622
2342	142	0
2343	54	0
2344	115	0
2345	54	0
2346	399	399
2347	28	0
2348	53	0
2349	12	0
2350	463	463
2351	673	673
2352	57	0
2353	84	0
2354	30	0
2355	66	0
2356	40	0
2357	468	468
2358	74	0
2359	71	0
2360	515	515
2361	420	420
2362	58	0
2363	641	641
2364	158	0
2365	253	0
2366	7	0
2367	27	0
2368	918	918
2369	326	0
2370	407	407
2371	194	0
2372	159	0
2373	109	0
2374	61	0
2375	123	0
2376	677	677
2377	142	0
2378	188	0
2379	6	0
2380	453	453
2381	274	0
2382	207	0
2383	197	0
2384	2	0
2385	464	464
2386	451	451
2387	24	0
2388	720	720
2389	161	0
2390	32	0
2391	51	0
2392	43	0
2393	199	0
2394	150	0
2395	423	423
2396	95	0
2397	331	0
2398	79	0
2399	55	0
2400	37	0
2401	323	0
2402	296	0
2403	241	0
2404	335	0
2405	30	0
2406	248	0
2407	242	0
2408	61	0
2409	67	0
2410	120	0
2411	224	0
2412	603	603
2413	6	0
2414	77	0
2415	163	0
2416	18	0
2417	7	0
2418	12	0
2419	182	0
2420	355	355
2421	39	0
2422	67	0
2423	244	0
2424	166	0
2425	277	0
2426	299	0
2427	161	0
2428	113	0
2429	120	0
2430	77	0
2431	21	0
2432	277	0
2433	224	0
2434	35	0
2435	36	0
2436	35	0
2437	23	0
2438	147	0
2439	202	0
2440	100	0
2441	305	0
2442	7	0
2443	40	0
2444	78	0
2445	1	0
2446	105	0
2447	22	0
2448	78	0
2449	92	0
2450	444	444
2451	279	0
2452	78	0
2453	222	0
2454	402	402
2455	109	0
2456	164	0
2457	20	0
2458	471	471
2459	312	0
2460	171	0
2461	122	0
2462	115	0
2463	124	0
2464	82	0
2465	19	0
2466	369	369
2467	32	0
2468	5	0
2469	14	0
2470	145	0
2471	312	0
2472	302	0
2473	136	0
2474	596	596
2475	247	0
2476	251	0
2477	254	0
2478	40	0
2479	63	0
2480	74	0
2481	59	0
2482	254	0
2483	22	0
2484	284	0
2485	232	0
2486	223	0
2487	235	0
2488	83	0
2489	608	608
2490	291	0
2491	329	0
2492	248	0
2493	116	0
2494	322	0
2495	69	0
2496	519	519
2497	230	0
2498	359	359
2499	33	0
2500	67	0
2501	661	661
2502	38	0
2503	97	0
2504	227	0
2505	54	0
2506	22	0
2507	180	0
2508	43	0
2509	92	0
2510	292	0
2511	215	0
2512	131	0
2513	158	0
2514	269	0
2515	53	0
2516	303	0
2517	136	0
2518	215	0
2519	76	0
2520	130	0
2521	278	0
2522	7	0
2523	392	392
2524	287	0
2525	93	0
2526	233	0
2527	88	0
2528	522	522
2529	106	0
2530	80	0
2531	193	0
2532	126	0
2533	344	344
2534	454	454
2535	676	676
2536	152	0
2537	98	0
2538	77	0
2539	304	0
2540	105	0
2541	100	0
2542	1334	1334
2543	26	0
2544	22	0
2545	538	538
2546	155	0
2547	212	0
2548	52	0
2549	222	0
2550	642	642
2551	277	0
2552	202	0
2553	188	0
2554	125	0
2555	57	0
2556	376	376
2557	153	0
2558	82	0
2559	49	0
2560	32	0
2561	14	0
2562	199	0
2563	43	0
2564	286	0
2565	13	0
2566	139	0
2567	144	0
2568	54	0
2569	203	0
2570	47	0
2571	103	0
2572	104	0
2573	104	0
2574	83	0
2575	24	0
2576	236	0
2577	90	0
2578	19	0
2579	72	0
2580	217	0
2581	170	0
2582	416	416
2583	18	0
2584	109	0
2585	191	0
2586	80	0
2587	35	0
2588	141	0
2589	26	0
2590	84	0
2591	177	0
2592	129	0
2593	280	0
2594	730	730
2595	18	0
2596	122	0
2597	1080	1080
2598	60	0
2599	117	0
2600	118	0
2601	141	0
2602	134	0
2603	80	0
2604	38	0
2605	75	0
2606	21	0
2607	327	0
2608	4	0
2609	86	0
2610	118	0
2611	95	0
2612	36	0
2613	135	0
2614	32	0
2615	179	0
2616	88	0
2617	17	0
2618	179	0
2619	273	0
2620	119	0
2621	9	0
2622	118	0
2623	38	0
2624	467	467
2625	29	0
2626	208	0
2627	181	0
2628	40	0
2629	134	0
2630	684	684
2631	16	0
2632	104	0
2633	475	475
2634	50	0
2635	242	0
2636	75	0
2637	190	0
2638	29	0
2639	561	561
2640	160	0
2641	177	0
2642	264	0
2643	147	0
2644	107	0
2645	138	0
2646	190	0
2647	54	0
2648	116	0
2649	8	0
2650	105	0
2651	4	0
2652	485	485
2653	369	369
2654	179	0
2655	250	0
2656	87	0
2657	8	0
2658	130	0
2659	77	0
2660	911	911
2661	289	0
2662	68	0
2663	40	0
2664	399	399
2665	244	0
2666	142	0
2667	598	598
2668	24	0
2669	51	0
2670	560	560
2671	9	0
2672	13	0
2673	459	459
2674	372	372
2675	32	0
2676	409	409
2677	17	0
2678	858	858
2679	294	0
2680	208	0
2681	79	0
2682	237	0
2683	183	0
2684	33	0
2685	323	0
2686	118	0
2687	28	0
2688	346	346
2689	18	0
2690	341	341
2691	174	0
2692	74	0
2693	120	0
2694	235	0
2695	134	0
2696	144	0
2697	543	543
2698	114	0
2699	154	0
2700	24	0
2701	102	0
2702	264	0
2703	132	0
2704	21	0
2705	23	0
2706	141	0
2707	115	0
2708	14	0
2709	385	385
2710	175	0
2711	188	0
2712	54	0
2713	16	0
2714	5	0
2715	391	391
2716	242	0
2717	191	0
2718	124	0
2719	461	461
2720	154	0
2721	866	866
2722	566	566
2723	105	0
2724	329	0
2725	127	0
2726	105	0
2727	32	0
2728	335	0
2729	306	0
2730	5	0
2731	352	352
2732	333	0
2733	249	0
2734	26	0
2735	498	498
2736	232	0
2737	172	0
2738	12	0
2739	390	390
2740	70	0
2741	411	411
2742	119	0
2743	194	0
2744	29	0
2745	79	0
2746	59	0
2747	170	0
2748	20	0
2749	270	0
2750	316	0
2751	62	0
2752	101	0
2753	505	505
2754	77	0
2755	32	0
2756	515	515
2757	45	0
2758	207	0
2759	101	0
2760	304	0
2761	66	0
2762	398	398
2763	92	0
2764	37	0
2765	549	549
2766	376	376
2767	360	360
2768	248	0
2769	61	0
2770	57	0
2771	37	0
2772	29	0
2773	232	0
2774	135	0
2775	105	0
2776	16	0
2777	118	0
2778	125	0
2779	188	0
2780	879	879
2781	374	374
2782	169	0
2783	202	0
2784	29	0
2785	114	0
2786	16	0
2787	9	0
2788	84	0
2789	165	0
2790	102	0
2791	40	0
2792	32	0
2793	728	728
2794	255	0
2795	85	0
2796	273	0
2797	26	0
2798	151	0
2799	105	0
2800	34	0
2801	418	418
2802	408	408
2803	142	0
2804	79	0
2805	100	0
2806	90	0
2807	120	0
2808	116	0
2809	180	0
2810	7	0
2811	164	0
2812	553	553
2813	43	0
2814	32	0
2815	18	0
2816	324	0
2817	64	0
2818	157	0
2819	71	0
2820	113	0
2821	127	0
2822	104	0
2823	75	0
2824	153	0
2825	1469	1469
2826	181	0
2827	16	0
2828	8	0
2829	255	0
2830	284	0
2831	241	0
2832	76	0
2833	377	377
2834	976	976
2835	128	0
2836	757	757
2837	26	0
2838	278	0
2839	116	0
2840	23	0
2841	203	0
2842	327	0
2843	261	0
2844	26	0
2845	6	0
2846	3	0
2847	40	0
2848	374	374
2849	73	0
2850	83	0
2851	66	0
2852	25	0
2853	478	478
2854	143	0
2855	83	0
2856	132	0
2857	280	0
2858	94	0
2859	122	0
2860	82	0
2861	77	0
2862	270	0
2863	80	0
2864	33	0
2865	508	508
2866	147	0
2867	92	0
2868	285	0
2869	356	356
2870	286	0
2871	22	0
2872	215	0
2873	245	0
2874	213	0
2875	41	0
2876	100	0
2877	37	0
2878	24	0
2879	92	0
2880	264	0
2881	579	579
2882	446	446
2883	373	373
2884	63	0
2885	451	451
2886	485	485
2887	87	0
2888	50	0
2889	18	0
2890	83	0
2891	154	0
2892	5	0
2893	117	0
2894	352	352
2895	269	0
2896	224	0
2897	119	0
2898	693	693
2899	475	475
2900	364	364
2901	140	0
2902	44	0
2903	75	0
2904	187	0
2905	179	0
2906	18	0
2907	149	0
2908	250	0
2909	465	465
2910	204	0
2911	52	0
2912	197	0
2913	19	0
2914	272	0
2915	319	0
2916	131	0
2917	41	0
2918	178	0
2919	5	0
2920	14	0
2921	132	0
2922	189	0
2923	150	0
2924	567	567
2925	95	0
2926	27	0
2927	131	0
2928	127	0
2929	254	0
2930	227	0
2931	14	0
2932	244	0
2933	214	0
2934	629	629
2935	106	0
2936	284	0
2937	162	0
2938	162	0
2939	82	0
2940	49	0
2941	58	0
2942	988	988
2943	93	0
2944	174	0
2945	15	0
2946	2	0
2947	292	0
2948	252	0
2949	36	0
2950	309	0
2951	672	672
2952	163	0
2953	77	0
2954	104	0
2955	1064	1064
2956	295	0
2957	201	0
2958	82	0
2959	85	0
2960	228	0
2961	66	0
2962	45	0
2963	28	0
2964	204	0
2965	192	0
2966	1024	1024
2967	23	0
2968	41	0
2969	15	0
2970	13	0
2971	53	0
2972	193	0
2973	72	0
2974	81	0
2975	73	0
2976	45	0
2977	159	0
2978	55	0
2979	81	0
2980	8	0
2981	30	0
2982	47	0
2983	64	0
2984	36	0
2985	26	0
2986	116	0
2987	26	0
2988	28	0
2989	367	367
2990	197	0
2991	7	0
2992	31	0
2993	57	0
2994	7	0
2995	23	0
2996	243	0
2997	1136	1136
2998	13	0
2999	388	388
3000	206	0
3001	14	0
3002	53	0
3003	122	0
3004	375	375
3005	124	0
3006	0	0
3007	102	0
3008	220	0
3009	147	0
3010	72	0
3011	32	0
3012	44	0
3013	92	0
3014	124	0
3015	59	0
3016	579	579
3017	81	0
3018	187	0
3019	307	0
3020	282	0
3021	19	0
3022	75	0
3023	104	0
3024	158	0
3025	788	788
3026	166	0
3027	175	0
3028	188	0
3029	125	0
3030	22	0
3031	552	552
3032	111	0
3033	293	0
3034	160	0
3035	46	0
3036	9	0
3037	166	0
3038	363	363
3039	93	0
3040	109	0
3041	56	0
3042	94	0
3043	167	0
3044	15	0
3045	235	0
3046	52	0
3047	73	0
3048	642	642
3049	255	0
3050	10	0
3051	13	0
3052	87	0
3053	130	0
3054	186	0
3055	147	0
3056	7	0
3057	7	0
3058	408	408
3059	34	0
3060	268	0
3061	276	0
3062	63	0
3063	186	0
3064	140	0
3065	85	0
3066	172	0
3067	119	0
3068	179	0
3069	546	546
3070	357	357
3071	502	502
3072	114	0
3073	40	0
3074	1	0
3075	101	0
3076	117	0
3077	330	0
3078	10	0
3079	16	0
3080	48	0
3081	208	0
3082	170	0
3083	112	0
3084	197	0
3085	75	0
3086	260	0
3087	382	382
3088	239	0
3089	20	0
3090	39	0
3091	40	0
3092	99	0
3093	68	0
3094	252	0
3095	70	0
3096	91	0
3097	385	385
3098	13	0
3099	262	0
3100	37	0
3101	141	0
3102	52	0
3103	12	0
3104	65	0
3105	209	0
3106	6	0
3107	25	0
3108	29	0
3109	135	0
3110	120	0
3111	1	0
3112	122	0
3113	218	0
3114	110	0
3115	669	669
3116	172	0
3117	111	0
3118	232	0
3119	138	0
3120	58	0
3121	89	0
3122	56	0
3123	498	498
3124	33	0
3125	597	597
3126	117	0
3127	700	700
3128	64	0
3129	220	0
3130	143	0
3131	338	0
3132	61	0
3133	151	0
3134	254	0
3135	51	0
3136	384	384
3137	46	0
3138	453	453
3139	217	0
3140	0	0
3141	105	0
3142	354	354
3143	217	0
3144	665	665
3145	162	0
3146	114	0
3147	20	0
3148	4	0
3149	28	0
3150	57	0
3151	140	0
3152	126	0
3153	308	0
3154	55	0
3155	123	0
3156	112	0
3157	192	0
3158	244	0
3159	258	0
3160	703	703
3161	442	442
3162	82	0
3163	525	525
3164	478	478
3165	214	0
3166	77	0
3167	85	0
3168	456	456
3169	25	0
3170	48	0
3171	192	0
3172	938	938
3173	12	0
3174	18	0
3175	34	0
3176	48	0
3177	138	0
3178	42	0
3179	128	0
3180	31	0
3181	261	0
3182	69	0
3183	0	0
3184	64	0
3185	41	0
3186	258	0
3187	39	0
3188	9	0
3189	513	513
3190	53	0
3191	460	460
3192	79	0
3193	577	577
3194	14	0
3195	62	0
3196	128	0
3197	36	0
3198	211	0
3199	169	0
3200	757	757
3201	156	0
3202	75	0
3203	427	427
3204	495	495
3205	17	0
3206	69	0
3207	208	0
3208	6	0
3209	207	0
3210	81	0
3211	274	0
3212	309	0
3213	180	0
3214	149	0
3215	272	0
3216	132	0
3217	82	0
3218	298	0
3219	23	0
3220	271	0
3221	59	0
3222	649	649
3223	48	0
3224	30	0
3225	121	0
3226	129	0
3227	16	0
3228	105	0
3229	342	342
3230	198	0
3231	61	0
3232	4	0
3233	190	0
3234	42	0
3235	122	0
3236	59	0
3237	61	0
3238	303	0
3239	533	533
3240	155	0
3241	3	0
3242	98	0
3243	1	0
3244	114	0
3245	452	452
3246	71	0
3247	439	439
3248	464	464
3249	146	0
3250	96	0
3251	328	0
3252	279	0
3253	92	0
3254	401	401
3255	151	0
3256	92	0
3257	129	0
3258	35	0
3259	221	0
3260	179	0
3261	633	633
3262	134	0
3263	243	0
3264	125	0
3265	293	0
3266	59	0
3267	167	0
3268	119	0
3269	174	0
3270	421	421
3271	306	0
3272	183	0
3273	234	0
3274	266	0
3275	0	0
3276	1008	1008
3277	34	0
3278	85	0
3279	10	0
3280	218	0
3281	341	341
3282	109	0
3283	145	0
3284	380	380
3285	98	0
3286	207	0
3287	9	0
3288	20	0
3289	636	636
3290	181	0
3291	355	355
3292	121	0
3293	140	0
3294	723	723
3295	24	0
3296	89	0
3297	69	0
3298	267	0
3299	173	0
3300	137	0
3301	35	0
3302	178	0
3303	83	0
3304	133	0
3305	386	386
3306	125	0
3307	165	0
3308	157	0
3309	676	676
3310	82	0
3311	123	0
3312	55	0
3313	0	0
3314	452	452
3315	94	0
3316	673	673
3317	26	0
3318	11	0
3319	119	0
3320	22	0
3321	40	0
3322	299	0
3323	418	418
3324	449	449
3325	677	677
3326	220	0
3327	19	0
3328	33	0
3329	109	0
3330	112	0
3331	268	0
3332	175	0
3333	112	0
3334	33	0
3335	29	0
3336	196	0
3337	68	0
3338	34	0
3339	666	666
3340	339	0
3341	162	0
3342	393	393
3343	641	641
3344	221	0
3345	192	0
3346	274	0
3347	36	0
3348	128	0
3349	402	402
3350	2	0
3351	132	0
3352	187	0
3353	39	0
3354	635	635
3355	525	525
3356	15	0
3357	146	0
3358	57	0
3359	123	0
3360	475	475
3361	28	0
3362	9	0
3363	629	629
3364	43	0
3365	10	0
3366	64	0
3367	145	0
3368	44	0
3369	334	0
3370	256	0
3371	115	0
3372	24	0
3373	1053	1053
3374	188	0
3375	64	0
3376	551	551
3377	90	0
3378	60	0
3379	23	0
3380	533	533
3381	71	0
3382	22	0
3383	75	0
3384	96	0
3385	1121	1121
3386	13	0
3387	213	0
3388	4	0
3389	56	0
3390	365	365
3391	178	0
3392	172	0
3393	241	0
3394	76	0
3395	96	0
3396	278	0
3397	63	0
3398	108	0
3399	195	0
3400	234	0
3401	279	0
3402	437	437
3403	53	0
3404	194	0
3405	28	0
3406	333	0
3407	1034	1034
3408	220	0
3409	234	0
3410	195	0
3411	64	0
3412	122	0
3413	109	0
3414	51	0
3415	45	0
3416	966	966
3417	127	0
3418	217	0
3419	128	0
3420	303	0
3421	48	0
3422	93	0
3423	376	376
3424	362	362
3425	479	479
3426	28	0
3427	28	0
3428	124	0
3429	236	0
3430	15	0
3431	14	0
3432	140	0
3433	984	984
3434	143	0
3435	215	0
3436	28	0
3437	147	0
3438	234	0
3439	66	0
3440	123	0
3441	2	0
3442	54	0
3443	166	0
3444	438	438
3445	41	0
3446	84	0
3447	811	811
3448	88	0
3449	31	0
3450	14	0
3451	108	0
3452	30	0
3453	9	0
3454	146	0
3455	986	986
3456	130	0
3457	259	0
3458	211	0
3459	54	0
3460	128	0
3461	85	0
3462	12	0
3463	25	0
3464	36	0
3465	5	0
3466	30	0
3467	184	0
3468	33	0
3469	7	0
3470	35	0
3471	96	0
3472	10	0
3473	4	0
3474	59	0
3475	58	0
3476	329	0
3477	76	0
3478	707	707
3479	9	0
3480	40	0
3481	284	0
3482	208	0
3483	521	521
3484	14	0
3485	98	0
3486	396	396
3487	32	0
3488	797	797
3489	178	0
3490	5	0
3491	56	0
3492	298	0
3493	61	0
3494	113	0
3495	335	0
3496	18	0
3497	91	0
3498	130	0
3499	91	0
3500	163	0
3501	343	343
3502	160	0
3503	73	0
3504	73	0
3505	66	0
3506	144	0
3507	332	0
3508	179	0
3509	5	0
3510	101	0
3511	288	0
3512	202	0
3513	48	0
3514	229	0
3515	815	815
3516	26	0
3517	16	0
3518	170	0
3519	452	452
3520	476	476
3521	12	0
3522	98	0
3523	13	0
3524	179	0
3525	200	0
3526	49	0
3527	13	0
3528	401	401
3529	238	0
3530	357	357
3531	29	0
3532	1	0
3533	5	0
3534	2	0
3535	9	0
3536	0	0
3537	168	0
3538	11	0
3539	131	0
3540	20	0
3541	64	0
3542	26	0
3543	489	489
3544	104	0
3545	102	0
3546	25	0
3547	123	0
3548	35	0
3549	48	0
3550	210	0
3551	344	344
3552	131	0
3553	109	0
3554	37	0
3555	12	0
3556	254	0
3557	52	0
3558	22	0
3559	150	0
3560	79	0
3561	149	0
3562	187	0
3563	8	0
3564	211	0
3565	211	0
3566	169	0
3567	87	0
3568	431	431
3569	424	424
3570	203	0
3571	504	504
3572	145	0
3573	390	390
3574	27	0
3575	103	0
3576	12	0
3577	441	441
3578	105	0
3579	292	0
3580	403	403
3581	110	0
3582	19	0
3583	68	0
3584	376	376
3585	128	0
3586	70	0
3587	28	0
3588	171	0
3589	116	0
3590	132	0
3591	73	0
3592	44	0
3593	81	0
3594	229	0
3595	139	0
3596	142	0
3597	418	418
3598	113	0
3599	148	0
3600	22	0
3601	119	0
3602	101	0
3603	56	0
3604	17	0
3605	802	802
3606	105	0
3607	144	0
3608	126	0
3609	106	0
3610	532	532
3611	178	0
3612	56	0
3613	262	0
3614	207	0
3615	351	351
3616	84	0
3617	159	0
3618	26	0
3619	87	0
3620	3	0
3621	7	0
3622	53	0
3623	4	0
3624	434	434
3625	242	0
3626	464	464
3627	338	338
3628	644	644
3629	46	0
3630	15	0
3631	87	0
3632	31	0
3633	56	0
3634	466	466
3635	29	0
3636	185	0
3637	995	995
3638	43	0
3639	223	0
3640	204	0
3641	280	0
3642	56	0
3643	356	356
3644	306	0
3645	99	0
3646	207	0
3647	209	0
3648	175	0
3649	47	0
3650	204	0
3651	39	0
3652	588	588
3653	283	0
3654	122	0
3655	47	0
3656	453	453
3657	201	0
3658	7	0
3659	429	429
3660	61	0
3661	34	0
3662	78	0
3663	401	401
3664	237	0
3665	211	0
3666	103	0
3667	250	0
3668	86	0
3669	207	0
3670	46	0
3671	75	0
3672	63	0
3673	58	0
3674	30	0
3675	75	0
3676	60	0
3677	24	0
3678	78	0
3679	16	0
3680	48	0
3681	99	0
3682	75	0
3683	87	0
3684	44	0
3685	686	686
3686	872	872
3687	160	0
3688	8	0
3689	61	0
3690	52	0
3691	133	0
3692	17	0
3693	1352	1352
3694	69	0
3695	43	0
3696	12	0
3697	40	0
3698	283	0
3699	137	0
3700	327	327
3701	356	356
3702	200	0
3703	15	0
3704	64	0
3705	7	0
3706	42	0
3707	195	0
3708	182	0
3709	318	318
3710	328	328
3711	312	312
3712	246	0
3713	278	0
3714	38	0
3715	58	0
3716	90	0
3717	66	0
3718	150	0
3719	3	0
3720	152	0
3721	376	376
3722	160	0
3723	407	407
3724	86	0
3725	267	0
3726	135	0
3727	17	0
3728	43	0
3729	35	0
3730	394	394
3731	5	0
3732	591	591
3733	56	0
3734	368	368
3735	79	0
3736	215	0
3737	495	495
3738	42	0
3739	16	0
3740	348	348
3741	122	0
3742	47	0
3743	111	0
3744	62	0
3745	64	0
3746	146	0
3747	37	0
3748	286	0
3749	385	385
3750	31	0
3751	378	378
3752	782	782
3753	95	0
3754	52	0
3755	2	0
3756	26	0
3757	84	0
3758	202	0
3759	138	0
3760	237	0
3761	362	362
3762	25	0
3763	295	0
3764	30	0
3765	225	0
3766	167	0
3767	90	0
3768	21	0
3769	263	0
3770	39	0
3771	6	0
3772	795	795
3773	43	0
3774	209	0
3775	141	0
3776	136	0
3777	46	0
3778	184	0
3779	83	0
3780	158	0
3781	34	0
3782	123	0
3783	167	0
3784	65	0
3785	234	0
3786	58	0
3787	128	0
3788	69	0
3789	462	462
3790	10	0
3791	231	0
3792	204	0
3793	14	0
3794	205	0
3795	61	0
3796	142	0
3797	45	0
3798	632	632
3799	100	0
3800	140	0
3801	1017	1017
3802	471	471
3803	89	0
3804	25	0
3805	137	0
3806	12	0
3807	181	0
3808	1307	1307
3809	11	0
3810	94	0
3811	64	0
3812	593	593
3813	112	0
3814	234	0
3815	17	0
3816	593	593
3817	135	0
3818	8	0
3819	189	0
3820	70	0
3821	120	0
3822	13	0
3823	172	0
3824	737	737
3825	13	0
3826	91	0
3827	188	0
3828	4	0
3829	402	402
3830	156	0
3831	401	401
3832	359	359
3833	165	0
3834	8	0
3835	11	0
3836	216	0
3837	23	0
3838	265	0
3839	289	0
3840	107	0
3841	177	0
3842	149	0
3843	72	0
3844	176	0
3845	123	0
3846	112	0
3847	61	0
3848	96	0
3849	133	0
3850	172	0
3851	567	567
3852	211	0
3853	41	0
3854	315	315
3855	41	0
3856	334	334
3857	8	0
3858	606	606
3859	225	0
3860	193	0
3861	7	0
3862	23	0
3863	57	0
3864	143	0
3865	176	0
3866	346	346
3867	670	670
3868	9	0
3869	33	0
3870	11	0
3871	129	0
3872	153	0
3873	338	338
3874	360	360
3875	35	0
3876	31	0
3877	96	0
3878	248	0
3879	95	0
3880	134	0
3881	73	0
3882	18	0
3883	222	0
3884	186	0
3885	178	0
3886	26	0
3887	191	0
3888	33	0
3889	18	0
3890	75	0
3891	133	0
3892	183	0
3893	281	0
3894	262	0
3895	86	0
3896	149	0
3897	794	794
3898	191	0
3899	676	676
3900	180	0
3901	608	608
3902	139	0
3903	170	0
3904	307	307
3905	140	0
3906	25	0
3907	174	0
3908	31	0
3909	145	0
3910	105	0
3911	84	0
3912	8	0
3913	105	0
3914	39	0
3915	21	0
3916	42	0
3917	63	0
3918	46	0
3919	4	0
3920	158	0
3921	105	0
3922	467	467
3923	208	0
3924	27	0
3925	36	0
3926	567	567
3927	223	0
3928	72	0
3929	23	0
3930	163	0
3931	347	347
3932	106	0
3933	3	0
3934	268	0
3935	151	0
3936	309	309
3937	125	0
3938	264	0
3939	171	0
3940	9	0
3941	73	0
3942	129	0
3943	136	0
3944	451	451
3945	7	0
3946	460	460
3947	70	0
3948	214	0
3949	237	0
3950	177	0
3951	246	0
3952	206	0
3953	315	315
3954	149	0
3955	120	0
3956	104	0
3957	173	0
3958	29	0
3959	94	0
3960	213	0
3961	6	0
3962	109	0
3963	106	0
3964	26	0
3965	57	0
3966	97	0
3967	471	471
3968	28	0
3969	76	0
3970	183	0
3971	111	0
3972	37	0
3973	243	0
3974	245	0
3975	5	0
3976	32	0
3977	100	0
3978	40	0
3979	73	0
3980	39	0
3981	9	0
3982	55	0
3983	65	0
3984	77	0
3985	161	0
3986	123	0
3987	192	0
3988	42	0
3989	73	0
3990	570	570
3991	5	0
3992	529	529
3993	47	0
3994	175	0
3995	407	407
3996	47	0
3997	62	0
3998	189	0
3999	58	0
4000	179	0
4001	122	0
4002	270	0
4003	95	0
4004	122	0
4005	145	0
4006	216	0
4007	13	0
4008	376	376
4009	709	709
4010	88	0
4011	37	0
4012	399	399
4013	55	0
4014	221	0
4015	131	0
4016	481	481
4017	52	0
4018	133	0
4019	36	0
4020	132	0
4021	28	0
4022	219	0
4023	138	0
4024	12	0
4025	64	0
4026	231	0
4027	27	0
4028	24	0
4029	173	0
4030	15	0
4031	88	0
4032	127	0
4033	285	0
4034	189	0
4035	249	0
4036	200	0
4037	160	0
4038	73	0
4039	230	0
4040	105	0
4041	131	0
4042	9	0
4043	46	0
4044	424	424
4045	99	0
4046	111	0
4047	381	381
4048	17	0
4049	10	0
4050	62	0
4051	171	0
4052	198	0
4053	382	382
4054	364	364
4055	210	0
4056	81	0
4057	20	0
4058	18	0
4059	331	331
4060	111	0
4061	135	0
4062	90	0
4063	167	0
4064	21	0
4065	24	0
4066	584	584
4067	150	0
4068	416	416
4069	76	0
4070	237	0
4071	180	0
4072	47	0
4073	54	0
4074	193	0
4075	50	0
4076	150	0
4077	67	0
4078	12	0
4079	221	0
4080	757	757
4081	53	0
4082	17	0
4083	38	0
4084	377	377
4085	18	0
4086	360	360
4087	334	334
4088	445	445
4089	95	0
4090	20	0
4091	142	0
4092	321	321
4093	311	311
4094	6	0
4095	34	0
4096	164	0
4097	279	0
4098	291	291
4099	242	0
4100	249	0
4101	49	0
4102	48	0
4103	576	576
4104	103	0
4105	208	0
4106	220	0
4107	94	0
4108	99	0
4109	230	0
4110	124	0
4111	283	0
4112	88	0
4113	318	318
4114	141	0
4115	50	0
4116	301	301
4117	23	0
4118	549	549
4119	25	0
4120	430	430
4121	174	0
4122	412	412
4123	132	0
4124	426	426
4125	58	0
4126	26	0
4127	171	0
